load_case,final_compliance,iterations,s1_x,s1_y,s2_x,s2_y
horizontal_tip,-12.241991369843984,30,13.192694210323957,13.192694210323957,22.550380175910764,10.85327271892726
vertical_tip,-33.759408116748816,25,6.689744805181984,10.441540649327573,10.937948961036394,11.503591688291175
